,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22
Bahrain,23930.810942376298,24286.109091653903,24635.939298127825,24980.39628079617,25319.704282813862,25654.089557970587,25983.709747828,26308.73561618483,26629.72479051484,26946.909797070377,27260.50526713515,27570.777687066562,27878.00048990273,28182.77369012124,28485.39922660623,28786.153490007848,29085.295548663365,29383.103797634572,29679.907816081108,29975.950544993324,30271.660530396213,30567.418870245325,30863.44279021944,31159.854839501575,31456.819568145078,31754.559530699695,32053.264929225585,32353.08592494762,32654.155172424136,32956.60964761874,33260.58602615479,33566.20948675405,33873.50600460886,34182.58693602159,34493.555372145405,34806.42563263091,35121.22614434698,35438.023687771674,35756.882911928034,36077.73797266116,36400.69146122412,36725.84565635768,37053.19500087284,37382.154286499135,37711.296004555414,38039.98451419128,38367.35694772956,38692.39567088226,39013.829709033096,39329.525575807296,39637.142338401834,39933.98411017915,40216.846944557554,40482.67822466523,40729.205721448234,40953.81217557065,41154.87299716729,41331.70115704128,41490.1588078324,41641.28441331122,41789.053908853406,41933.74231812651,42075.8906592604,42216.05004456881,42354.524879919896,42491.55633382175,42627.39249465408,42762.227688526174,42896.20854525944,43029.45221634969,43162.058836578304,43294.11303107903,43425.683070216444,43556.824841199814,43687.585002842854,43818.002668815905,43948.11051872394,44077.93653718071,44207.504209941435,44336.83293214443,44465.93941641366,44594.838062973155,44723.54129040466,44852.05987408502,44980.403269080794,45108.5798934803,45236.5973002706,45364.46232177592,45492.181193411474,45619.759653705725
Bangladesh,140160.09209023055,158330.40867317337,177241.16709319488,196980.27323284576,217476.6246143039,238647.1926479356,260364.51029884178,282597.81318285846,305313.67042263167,328473.0648854875,352040.0137625659,375982.5593950907,400276.3494354761,424898.5878376719,449828.37131057546,475051.7085321547,500553.2297032972,526318.9277368924,552336.2044253853,578593.7424609876,605081.4737297175,631789.9106144626,658710.3524248226,685834.823359824,713155.9794987027,740667.0413117574,768361.711435539,796234.1523516112,824278.9442971196,852491.0454646192,880865.7591162553,909398.7037407735,938085.7891321905,966923.1932360309,995907.3413526057,1025034.8877214694,1054302.6989291376,1083707.8390670994,1113247.556195087,1142919.2700937078,1172720.5611787343,1202649.1604291464,1232702.9402290115,1262879.9060172236,1293178.1886733568,1323596.0375676928,1354131.8142099613,1384783.9864410993,1415551.1231178383,1446431.8892467397,1477425.0415284904,1508529.4242774867,1539743.9656856963,1571067.674403082,1602499.6364098843,1634039.0121586276,1665685.0339660458,1697437.003637208,1729294.2903059851,1761256.3284776611,1793322.6162609854,1825492.7137783167,1857766.2417437322,1890142.8802000773,1922622.367406955,1955204.4988725642,1987889.1265231604,2020676.15800468,2053565.556111811,2086557.3383404603,2119651.5765601997,2152848.3968038815,2186147.9791721636,2219550.5578512386,2253056.4212425696,2286665.91220394,2320379.428401614,2354197.4227738776,2388120.4041067054,2422148.9377227724,2456283.6462854953,2490525.210720263,2524874.3712555105,2559331.928586767,2593898.745167336,2628575.7466297774,2663363.9233429143,2698264.332109669,2733278.098011611,2768406.416406758
Barbados,107.91015847783541,118.01740813418466,127.1998240529763,135.33977453301196,142.38565867654947,148.27840491596186,153.73320366577173,159.1880024155816,164.6428011653915,170.09759991520136,175.55239866501125,181.00719741482112,186.461996164631,191.91679491444089,197.37159366425075,202.82639241406065,208.28119116387052,213.73598991368038,219.19078866349028,224.64558741330015,230.10038616311002,235.5551849129199,241.00998366272975,246.46478241253965,251.91958116234952,257.3743799121594,262.82917866196925,268.2839774117792,273.73877616158904,279.1935749113989,284.6483736612088,290.10317241101865,295.5579711608286,301.01276991063844,306.4675686604483,311.9223674102582,317.37716616006804,322.83196490987797,328.28676365968784,333.7415624094977,339.19636115930757,344.65115990911744,350.10595865892736,355.56075740873723,361.0155561585471,366.47035490835697,371.92515365816683,377.3799524079767,382.8347511577866,388.2895499075965,393.74434865740636,399.19914740721623,404.6539461570261,410.108744906836,415.5635436566459,421.01834240645576,426.4731411562656,431.9279399060755,437.3827386558854,442.8375374056953,448.29233615550515,453.747134905315,459.2019336551249,464.6567324049348,470.1115311547447,475.56632990455455,481.0211286543644,486.4759274041743,491.9307261539842,497.3855249037941,502.84032365360395,508.2951224034138,513.7499211532237,519.2047199030336,524.6595186528434,530.1143174026533,535.5691161524633,541.0239149022731,546.478713652083,551.9335124018928,557.3883111517027,562.8431099015127,568.2979086513225,573.7527074011324,579.2075061509422,584.6623049007522,590.1171036505621,595.571902400372,601.0267011501818,606.4814998999917
Belarus,60124.639403207,60304.278806414,60483.918209621,60663.557612828,60843.197016035,61022.836419242,61202.475822449,61382.115225656,61561.754628863004,61741.39403207,61921.033435277,62100.672838484,62280.312241691005,62459.95164489799,62639.591048104994,62819.230451311996,62998.869854519,63178.50925772599,63358.148660932995,63537.78806414,63717.427467347,63897.066870553994,64076.706273760996,64256.345676968,64435.985080175,64615.624483381995,64795.263886589,64974.903289796,65154.542693003,65334.182096209996,65513.821499417,65693.46090262399,65873.100305831,66052.739709038,66232.37911224499,66412.018515452,66591.657918659,66771.29732186599,66950.936725073,67130.57612828,67310.215531487,67489.854934694,67669.494337901,67849.133741108,68028.773144315,68208.41254752199,68388.051950729,68567.691353936,68747.330757143,68926.97016034999,69106.609563557,69286.24896676399,69465.888369971,69645.527773178,69825.16717638499,70004.806579592,70184.44598279899,70364.08538600599,70543.724789213,70723.36419241999,70903.003595627,71082.642998834,71262.28240204099,71441.921805248,71621.561208455,71801.20061166199,71980.840014869,72160.479418076,72340.118821283,72519.75822449,72699.39762769699,72879.037030904,73058.676434111,73238.31583731799,73417.955240525,73597.594643732,73777.234046939,73956.87345014598,74136.512853353,74316.15225655999,74495.79165976698,74675.43106297399,74855.07046618099,75034.709869388,75214.34927259499,75393.98867580199,75573.628079009,75753.26748221599,75932.90688542298,76112.54628863
Belgium,61565.98058907848,62238.46444438195,62914.67036665176,63593.65731467552,64274.68897773719,64955.14371403286,65632.01756941815,66302.14891229564,66962.48285232241,67610.33636610612,68241.28534861354,68851.48290066124,69446.40831125299,70026.62003034155,70593.41267679393,71143.65763762925,71678.50528811883,72200.65505038926,72717.13957939383,73232.52897381659,73749.31465225789,74270.0136405702,74799.21308869518,75331.8088294551,75861.8306037855,76402.3081219687,76953.40332709026,77514.4503738772,78085.1649075367,78665.80190069186,79256.37561519361,79856.76826542613,80466.92941556023,81086.8428151858,81716.49741366981,82355.88673568508,83005.01877238299,83663.92059504136,84332.63599318879,85011.22538529563,85699.76642211231,86398.35442482319,87107.102522281,87826.14261525801,88555.63649767695,89295.71823426918,90046.29091280686,90807.42462051167,91579.1951192622,92361.68464287241,93154.99214710835,93959.22862505178,94774.52140258985,95601.01067156382,96437.95020163976,97281.59752369899,98131.8963754407,98988.68289074695,99851.68963706717,100720.61535154868,101595.19946834251,102475.25829665455,103360.56301351334,104250.8883653579,105146.01895382498,106045.74785456221,106949.87481416947,107858.204526512,108770.54793823598,109686.72240567318,110606.55146377739,111529.86468616078,112456.497627422,113386.29180070468,114319.09460143423,115254.75921425868,116193.14452098713,117134.11500438002,118077.54064365524,119023.29680125526,119971.26410317046,120921.32831371194,121873.38020496393,122827.31542146712,123783.03434091383,124740.44193164915,125699.44760769463,126659.96508198814,127621.91221852729,128585.21088407622
Benin,1524.690896573709,2144.4668917229587,2759.1405495212657,3366.4389771015663,3962.372027851416,4542.764145684556,5108.550851607694,5660.806020396482,6200.161418872674,6726.36970560535,7237.147287809564,7733.221578236412,8216.034373003506,8686.32080317542,9143.51636009966,9587.915704983805,10021.10706759386,10445.549835785929,10862.872791182,11275.068183034888,11682.986799585127,12087.294429109059,12488.26929867679,12886.232284381646,13281.548109032949,13674.418301991309,14064.979144262676,14453.329517900625,14839.53397683499,15223.622527712509,15605.591839692488,15985.415106045724,16362.99189136251,16738.200939813472,17110.934243851403,17481.06839100943,17848.4633993542,18212.963076846077,18574.39756630525,18932.584371617137,19287.32799719968,19638.4202001109,19985.6402073002,20328.754921708023,20667.519420056396,21001.677622827978,21330.962921629638,21655.098880012014,21973.551431017666,22285.302204295218,22590.056425381095,22887.762700322004,23178.121656809104,23460.819055784377,23735.639428565308,24002.41390903453,24261.05596510249,24511.698349397397,24754.34920720169,24989.049183446645,25215.86736265786,25440.14365817608,25664.419953694298,25888.696249212517,26112.972544730736,26337.248840248954,26561.525135767173,26785.801431285396,27010.077726803614,27234.354022321833,27458.630317840052,27682.90661335827,27907.18290887649,28131.45920439471,28355.735499912927,28580.011795431146,28804.288090949365,29028.564386467588,29252.840681985806,29477.116977504025,29701.393273022244,29925.669568540463,30149.94586405868,30374.2221595769,30598.49845509512,30822.77475061334,31047.051046131557,31271.32734164978,31495.603637168,31719.879932686217
Bolivia,28503.793719093672,29530.1977492098,30566.633580944148,31612.41530629019,32667.02821160289,33730.00385649525,34800.884024914696,35879.20311230272,36964.49737366355,38056.32317601476,39154.25640589105,40257.89187204592,41366.84315531834,42480.74298172685,43599.243422288,44722.01574995034,45848.750129442065,46979.15519328704,48112.95753079603,49249.90109851445,50389.746567345435,51532.270622066215,52677.265227880394,53824.536876792285,54973.9058246592,56125.205328205164,57278.28088979976,58432.98951646548,59589.19899833397,60746.78721065055,61905.641442436456,63065.657754057574,64226.74036520917,65388.80107419946,66551.75870888976,67715.53860921714,68880.07214087456,70045.29623944576,71211.15298407522,72377.5891995919,73544.55608588719,74712.00887326967,75879.90650247036,77048.21132795211,78216.88884317511,79385.90742648765,80555.23810633988,81724.85434455817,82894.73183646427,84064.84832667558,85235.18343947818,86405.71852272195,87576.43650424568,88747.32175989807,89918.3599922781,91089.53811937472,92260.84417233958,93432.26720167925,94603.79719120289,95775.42497910891,96947.14218563921,98118.9411467713,99290.8148534594,100462.75689597175,101634.7614129071,102806.82304450545,103978.9368898982,105151.09846797166,106323.30368154298,107495.54878457263,108667.83035215933,109840.14525308431,111012.49062469044,112184.86384990014,113357.26253619128,114529.68449636576,115702.12773095924,116874.5904121528,118047.07086905901,119219.56757426618,120392.07913153301,121564.60426453645,122737.14180658272,123909.69069119934,125082.2499435332,126254.81867248565,127427.39606352177,128599.98137209621,129772.5739176428,130945.17307807972
Bosnia and Herzegovina,3785.062475022561,3891.7853661627387,3996.659566750864,4100.102048691077,4202.779171709483,4304.959333079186,4406.906018272346,4508.829723286482,4610.881467143017,4713.28233664854,4816.139643389151,4919.580176207489,5023.7306812848265,5128.720595679481,5234.678463004068,5341.727456144467,5449.9969437032905,5560.2942479190715,5673.221553925205,5789.048547525536,5908.068755666424,6030.638476739601,6157.225254770552,6288.347014073731,6424.553067326923,6566.534390697816,6715.119329118061,6871.164003557202,7032.261436036277,7198.208803778704,7368.953145860808,7544.464037970365,7724.628128192446,7909.466486835249,8098.992990443328,8293.196922294273,8490.57228357457,8690.766975043229,8893.648003044325,9099.063865535205,9306.881941686774,9516.975107131311,9729.243329888448,9943.714028738332,10160.278659809026,10378.841255841413,10599.3159038092,10821.62103375922,11045.677163387147,11271.406267095123,11498.734123135162,11727.589576852957,11957.904837867216,12189.625828643999,12422.70359892943,12657.081070629994,12892.702859051855,13129.514973702668,13367.465757059375,13606.50552715211,13846.586308514425,14087.66191901401,14329.687954349607,14572.621741322408,14816.422275292807,15061.050165502173,15306.467590089655,15552.638250425149,15799.527324529374,16047.101420807652,16295.328532694823,16544.177994175996,16793.620435907826,17043.627741915185,17294.17300692527,17545.230494383883,17796.775595181105,18048.7847871098,18301.235595087666,18554.106552176072,18807.377161426964,19061.02785858653,19315.039975681415,19569.395705510375,19824.078067061087,20079.070871868236,20334.358691325495,20589.926824960367,20845.761269677456,21101.848689972347
Brazil,1201211.73789078,1213687.5944508202,1226060.9970559755,1238334.0653332714,1250506.0713563585,1262576.8982190778,1274547.366409351,1286418.259156843,1298190.288015747,1309864.2439185295,1321441.0338597067,1332921.6268077376,1344307.0466861362,1355598.386585026,1366796.3746207561,1377901.3968085288,1388914.2220715221,1399835.8325005576,1410667.2151193675,1421409.3233695945,1432063.1365038846,1442629.699236694,1453110.092466731,1463505.425081645,1473816.8412644316,1484045.5252282794,1494192.6986008205,1504259.6179129188,1514247.5743654165,1524157.8929759718,1533991.9305035586,1543750.813750362,1553435.7617831135,1563048.1245936262,1572589.2819691643,1582060.6242609103,1591469.6527779596,1600861.9682861436,1610247.668105646,1619635.9669220385,1629037.3309866418,1638462.9449594351,1647921.9294468688,1657420.6713876356,1666964.6973905042,1676558.578767718,1686193.514569205,1695839.7531279374,1705487.0178449024,1715125.3876461121,1724743.295869709,1734328.1644986973,1743867.8093656872,1753349.816754036,1762761.1426913901,1772088.1802524673,1781316.721401687,1790429.487832826,1799408.9319530523,1808236.7477559962,1816893.423978563,1825358.1241668782,1833608.692349903,1841621.8800477243,1849370.8030465315,1856787.2721239708,1863861.4263163924,1870568.2839840604,1876883.4174489474,1882798.4150765205,1888310.3827381511,1893413.5891437654,1898148.1278978458,1902554.2489454357,1906663.1946064136,1910674.108972854,1914685.0233392946,1918695.9377057347,1922706.8520721751,1926717.7664386157,1930728.6808050557,1934739.5951714963,1938750.5095379367,1942761.4239043773,1946823.2028873772,1951007.7878545285,1955357.6400649275,1959901.0261181754,1964706.1527898824,1969833.3033040492
Brunei,168.00988902023605,194.32893487195042,219.83648457814286,244.40602894842152,267.94613807892375,290.17437936835734,310.8757228311601,330.19749323822657,348.38192307937584,366.173192661949,383.841419062761,401.37894085723025,418.7819497846981,436.08515014475375,453.3099146978099,470.46296362555626,487.5482400746359,504.5706486763563,521.5343387183013,538.4425605695405,555.298326412937,572.103255430087,588.8589481960539,605.5674037224485,622.2304244790791,638.8497786096527,655.4271552548101,671.9641967998157,688.4624926070867,704.9235709475713,721.3489149306754,737.7399580979,754.0980845623344,770.4246297708631,786.720882768996,802.9880876043767,819.2274439006699,835.44010789311,851.6271935961815,867.7897739617603,883.9288819305048,900.0455114992277,916.1406188199425,932.2151232941242,948.2699086553669,964.3058240450273,980.323685084627,996.324274938959,1012.3080221684718,1028.2755618144752,1044.2275292284123,1060.1645352860562,1076.0871627985637,1091.9959666394864,1107.8914896649076,1123.7742547709954,1139.644765836985,1155.503508101189,1171.3509487521972,1187.1875376498967,1203.0137076714661,1218.829875410682,1234.6364416870233,1250.433792044979,1266.2222972593338,1282.0023138500253,1297.774184587016,1313.538238965916,1329.2947454742987,1345.043943038191,1360.7861037399043,1376.5214955557067,1392.250368522942,1407.9729577564729,1423.6894903066625,1439.4001878700656,1455.105263174484,1470.804920254237,1486.499355544561,1502.1887584764459,1517.8733115382117,1533.5531904170107,1549.2285643930622,1564.8995966287987,1580.5664443753908,1596.2292591788644,1611.8881871098984,1627.5433689801766,1643.1949405335101,1658.843032628544
Bulgaria,4566.111561711145,4885.7543096231675,5200.038346917022,5507.947428691483,5808.315380437407,6100.055757440033,6381.61860720673,6650.961264872851,6905.204325122232,7142.431146120626,7360.7074260544305,7558.217210785613,7732.830173623955,7882.420075920615,8015.454621237995,8148.489166555371,8281.523711872751,8414.558257190127,8547.592802507506,8680.627347824882,8813.661893142262,8946.696438459638,9079.730983777017,9212.765529094395,9345.800074411774,9478.83461972915,9611.86916504653,9744.903710363906,9877.938255681285,10010.972800998661,10144.00734631604,10277.041891633418,10410.076436950798,10543.110982268174,10676.145527585553,10809.18007290293,10942.214618220309,11075.249163537685,11208.283708855064,11341.318254172442,11474.352799489821,11607.387344807197,11740.421890124577,11873.456435441953,12006.490980759332,12139.525526076708,12272.560071394088,12405.594616711463,12538.629162028843,12671.66370734622,12804.6982526636,12937.732797980976,13070.767343298356,13203.801888615732,13336.836433933111,13469.870979250487,13602.905524567866,13735.940069885244,13868.974615202624,14002.00916052,14135.04370583738,14268.078251154755,14401.112796472135,14534.14734178951,14667.18188710689,14800.216432424268,14933.250977741647,15066.285523059023,15199.320068376403,15332.354613693778,15465.389159011158,15598.423704328534,15731.458249645913,15864.49279496329,15997.527340280669,16130.561885598047,16263.596430915426,16396.630976232802,16529.66552155018,16662.700066867557,16795.734612184937,16928.769157502313,17061.803702819692,17194.838248137068,17327.872793454448,17460.907338771824,17593.941884089203,17726.976429406583,17860.010974723962,17993.045520041338
Burkina Faso,2387.498063638995,3918.0151170798845,5512.60965489635,7166.991686447907,8883.313994678367,10664.7854293697,12514.136591552324,14434.682861093062,16430.429305532904,18506.913914086897,20670.7388771967,22913.41663122237,25231.76883533312,27626.614740253626,30098.610022550067,32648.627656551325,35277.356121784695,37986.38738418421,40778.02815611572,43655.06610076867,46620.9123528608,49679.6362889742,52836.09613078505,56096.02497947942,59466.47377210295,62956.78948619615,66548.57257763896,70237.4474611607,74022.81726051425,77903.84679340632,81879.22713443845,85946.77229788457,90105.79017951613,94356.04015383842,98697.29514032646,103129.620424407,107653.33442989436,112269.03529413289,116977.27239004252,121779.01060832033,126675.42344086185,131667.8748984723,136757.9554235844,141947.8211603249,147241.08844833073,152640.90167233188,158150.60965914757,163774.0260567934,169515.2305972906,175378.66474291458,181369.03405010182,187491.36629544315,193751.0313263519,200153.73028624884,206705.49966214653,213412.70385388896,220282.0344063323,227320.50036494213,234535.41081606183,241934.3514466249,249525.2360210518,257316.11811527534,265315.1953257395,273529.7320563654,281966.0456192479,290630.2060034434,299531.68756597745,308683.67674132204,318096.12411202845,327778.55691373546,337747.80405002617,348023.3188476058,358625.7603201112,369577.9411133141,380903.30799988355,392627.77785447484,404780.20962912944,417392.1255429345,430497.9266971726,444135.07981195574,458344.341246234,473169.8673486169,488659.25668950955,504863.5448070555,521837.1149156232,539637.5139002579,558325.1656058356,577962.9840939023,598615.8916159639,620350.2471087787
Burma,1761.4980636389953,3292.015117079885,4886.609654896351,6540.991686447906,8257.313994678369,10038.785429369698,11888.136591552324,13808.682861093062,15804.429305532904,17880.913914086894,20044.738877196698,22287.41663122237,24605.76883533312,27000.614740253626,29472.610022550067,32022.627656551325,34651.356121784695,37360.38738418421,40152.02815611572,43029.06610076867,45994.912352860796,49053.636288974194,52210.09613078505,55470.024979479414,58840.473772102945,62330.78948619614,65922.57257763896,69611.4474611607,73396.81726051425,77277.84679340631,81253.22713443845,85320.77229788457,89479.79017951615,93730.04015383842,98071.29514032646,102503.620424407,107027.33442989436,111643.03529413289,116351.27239004252,121153.01060832033,126049.42344086185,131041.8748984723,136131.9554235844,141321.8211603249,146615.08844833073,152014.9016723319,157524.60965914757,163148.02605679343,168889.23059729062,174752.6647429146,180743.03405010182,186865.36629544318,193125.0313263519,199527.73028624887,206079.49966214655,212786.70385388896,219656.03440633233,226694.50036494216,233909.41081606186,241308.35144662493,248899.2360210518,256690.11811527537,264689.1953257395,272903.7320563654,281340.0456192479,290004.20600344345,298905.6875659775,308057.6767413221,317470.12411202845,327152.55691373546,337121.8040500261,347397.3188476057,357999.7603201111,368951.94111331407,380277.3079998835,392001.7778544748,404154.2096291294,416766.1255429345,429871.9266971726,443509.07981195574,457718.34124623396,472543.8673486168,488033.2566895095,504237.54480705544,521211.11491562315,539011.5139002579,557699.1656058356,577336.9840939022,597989.8916159639,619724.2471087787
Cabo Verde,1035.5163233618516,1072.2535575355103,1109.212416755297,1146.3938576552423,1183.7994680020788,1221.431168029792,1259.2911881183447,1297.3821139854624,1335.7069145173034,1374.2689766721096,1413.0720924872182,1452.1204798731412,1491.4188113911505,1530.9712274342721,1570.7828026512427,1610.856903340967,1651.1983850581807,1691.8128396205918,1732.7065052835242,1773.88627433349,1815.3597849554483,1857.1354916038233,1899.2227378929902,1941.6318376197407,1984.3741624226193,2027.4622553620586,2070.909938832842,2114.7324600348556,2158.946651210567,2203.5684660103566,2248.6157988097802,2294.109864861929,2340.074209162559,2386.5346888949907,2433.5194485134466,2481.06004615225,2529.192048263967,2577.955290877923,2627.394525854694,2677.5602682108038,2728.5138031859415,2780.331612710787,2833.095018869963,2886.8963218953027,2941.8357467023284,2998.035537830858,3055.639993670309,3114.5138544241618,3174.564636729112,3235.7635032105654,3298.0634527044645,3361.4017826787654,3425.0728977020594,3488.61300651977,3551.5350482861313,3613.524034786347,3674.295487787682,3733.5019455300744,3790.787608628138,3845.879290728525,3898.5241463404573,3948.4724117832375,3995.542356429941,4039.0666804307034,4079.493430208032,4117.27824230479,4152.489632285573,4186.0881222126345,4219.279021933886,4252.168920884542,4284.865441480383,4317.508243598859,4350.177173090738,4382.926915312981,4415.791614754965,4448.790289857305,4481.94123969184,4515.260642452456,4548.761828596316,4582.45457876962,4616.345466749245,4650.440274969077,4684.743393649022,4719.257821705838,4753.985685067554,4788.928502384739,4824.0873414815605,4859.462905989341,4895.055647236797,4930.865859076339
Cambodia,518.3738433641562,898.5814731147622,1270.660922558025,1634.7889788262917,1990.7090071787088,2338.343319098082,2677.4873985475006,3008.0638388338734,3330.0800189152365,3643.690711560624,3957.0110449472213,4270.331378333819,4583.651711720416,4896.972045107013,5210.29237849361,5523.612711880208,5836.933045266805,6150.253378653402,6463.573712039999,6776.894045426597,7090.214378813193,7403.534712199791,7716.855045586389,8030.1753789729855,8343.495712359583,8656.816045746178,8970.136379132775,9283.456712519373,9596.77704590597,9910.097379292567,10223.417712679164,10536.738046065762,10850.058379452359,11163.378712838956,11476.699046225554,11790.019379612151,12103.339712998748,12416.660046385345,12729.980379771943,13043.30071315854,13356.621046545137,13669.941379931734,13983.261713318332,14296.582046704929,14609.902380091526,14923.222713478122,15236.543046864721,15549.863380251318,15863.183713637914,16176.504047024513,16489.824380411108,16803.14471379771,17116.465047184305,17429.785380570902,17743.1057139575,18056.426047344095,18369.746380730692,18683.06671411729,18996.38704750389,19309.707380890486,19623.027714277083,19936.34804766368,20249.668381050276,20562.988714436873,20876.30904782347,21189.629381210067,21502.949714596667,21816.270047983264,22129.59038136986,22442.910714756457,22756.231048143054,23069.55138152965,23382.871714916248,23696.192048302848,24009.512381689445,24322.83271507604,24636.15304846264,24949.473381849235,25262.79371523583,25576.11404862243,25889.434382009025,26202.754715395626,26516.075048782222,26829.39538216882,27142.715715555416,27456.036048942013,27769.35638232861,28082.676715715206,28395.997049101807,28709.317382488403
Cameroon,14679.203592601232,16828.003980417816,19040.3072805789,21318.52691628934,23665.597948300256,26084.994405978738,28580.997813934984,31158.731588488696,33808.03941918151,36525.19396269773,39309.28989903646,42159.59208610086,45075.80563399052,48056.63979700112,51101.69610722197,54211.038846257485,57384.97359971126,60624.06644571825,63929.07652122708,67301.1058274393,70741.564570202,74252.1701654683,77834.97202964746,81492.37464856631,85227.17768468129,89042.60951496291,92926.5996073999,96872.23052426708,100877.1659058886,104939.37646694538,109056.12224425352,113224.23083527622,117441.29376034893,121705.36249926049,126014.61594866977,130367.310436126,134761.83518904974,139196.756789687,143670.7724120145,148182.6785500785,152731.36277827487,157315.8012926186,161935.05291006868,166588.24903262462,171274.58639502386,175993.3219550752,180743.76843998686,185525.28996435943,190337.297903171,195179.2473664486,200050.6341189031,204950.99180060189,209879.88939267487,214836.92892655075,219821.74342945477,224833.9950701947,229873.36267999926,234939.50514303634,240032.0804198739,245150.77578616646,250295.3227663604,255465.46915981354,260660.978868447,265881.63387603295,271127.235439488,276397.60329011525,281692.5728994949,287011.9951191086,292355.735724726,297723.6748209198,303115.7061687038,308531.73648982594,313971.6849623157,319435.4827133675,324923.072323104,330434.4073487082,335969.45186779444,341528.1800476826,347110.57572514703,352716.6319961231,358346.3508135198,363999.7425901488,369676.8258043681,375377.62660486693,381102.1784119267,386850.52151229576,392622.702644661,398418.7745726576,404238.79564218747,410082.82931974664
Canada,105240.45401391863,106276.10033189776,107173.7174182672,107916.77888564486,108627.76131715669,109338.7437486685,110049.72618018033,110760.70861169213,111471.69104320394,112182.67347471576,112893.65590622758,113604.63833773938,114315.62076925121,115026.60320076301,115737.58563227483,116448.56806378665,117159.55049529846,117870.53292681028,118581.5153583221,119292.4977898339,120003.48022134573,120714.46265285753,121425.44508436935,122136.42751588117,122847.40994739298,123558.39237890478,124269.3748104166,124980.35724192842,125691.33967344025,126402.32210495205,127113.30453646385,127824.28696797568,128535.2693994875,129246.2518309993,129957.23426251112,130668.21669402294,131379.19912553477,132090.18155704657,132801.16398855837,133512.1464200702,134223.12885158203,134934.11128309384,135645.09371460564,136356.07614611747,137067.05857762927,137778.04100914107,138489.0234406529,139200.0058721647,139910.98830367654,140621.97073518834,141332.95316670014,142043.93559821197,142754.9180297238,143465.9004612356,144176.8828927474,144887.86532425924,145598.84775577104,146309.83018728287,147020.81261879468,147731.79505030648,148442.7774818183,149153.7599133301,149864.74234484194,150575.72477635375,151286.70720786558,151997.6896393774,152708.67207088918,153419.654502401,154130.63693391284,154841.61936542462,155552.60179693645,156263.58422844828,156974.56665996008,157685.5490914719,158396.5315229837,159107.51395449552,159818.49638600735,160529.47881751915,161240.46124903095,161951.44368054278,162662.4261120546,163373.40854356645,164084.39097507822,164795.37340659005,165506.35583810188,166217.33826961365,166928.32070112549,167639.30313263732,168350.28556414912,169061.26799566095
